[1221],[858],0.13179571663920922,0.7920792079207921
[2115],[2571],0.10049423393739704,0.7721518987341772
[1240],[2571],0.11696869851729819,0.7717391304347827
[7153],[4993],0.18616144975288304,0.7635135135135136
[7438],[2959],0.10543657331136738,0.761904761904762
[500],[356],0.12685337726523888,0.7549019607843136
[5952],[4993],0.15980230642504117,0.7519379844961239
[2628],[2571],0.10049423393739704,0.7439024390243903
[1210],[260],0.18616144975288304,0.7337662337662338
[1196],[260],0.19604612850082373,0.7300613496932515
[4993],[7153],0.18616144975288304,0.7290322580645161
[595],[588],0.13179571663920922,0.7272727272727272
[5445],[2571],0.10049423393739704,0.7176470588235294
[1240],[1196],0.10873146622734761,0.7173913043478262
[500],[480],0.12026359143327842,0.7156862745098038
[2716],[356],0.10214168039538715,0.7126436781609196
[2716],[2571],0.10214168039538715,0.7126436781609196
[1527],[2571],0.10543657331136738,0.7111111111111111
[48516],[2571],0.10049423393739704,0.7093023255813954
[1240],[589],0.1070840197693575,0.7065217391304348
[5952],[7153],0.14991762767710048,0.7054263565891472
[1580],[2571],0.12191103789126853,0.7047619047619047
[2716],[260],0.10049423393739704,0.7011494252873564
[2716],[1196],0.10049423393739704,0.7011494252873564
[1704],[356],0.13509060955518945,0.7008547008547008
[3793],[2571],0.1186161449752883,0.6990291262135921
[3147],[356],0.1070840197693575,0.6989247311827957
[34],[356],0.10214168039538715,0.6966292134831461
[5349],[2571],0.10214168039538715,0.6966292134831461
[1682],[356],0.11696869851729819,0.696078431372549
[1291],[1198],0.11696869851729819,0.696078431372549
[1089],[296],0.12355848434925865,0.6944444444444444
[1089],[2571],0.12355848434925865,0.6944444444444444
[2329],[2959],0.12355848434925865,0.6944444444444444
[1200],[2571],0.11202635914332784,0.6938775510204083
[33794],[4993],0.10049423393739704,0.6931818181818182
[2762],[2571],0.14827018121911037,0.6870229007633587
[47],[296],0.17957166392092258,0.6855345911949685
[1240],[260],0.10378912685337727,0.6847826086956522
[1213],[296],0.10543657331136738,0.6808510638297873
[1270],[260],0.13673805601317957,0.680327868852459
[1721],[2571],0.10049423393739704,0.6777777777777778
[3147],[2571],0.10378912685337727,0.6774193548387097
[1580],[356],0.11696869851729819,0.6761904761904761
[377],[356],0.1400329489291598,0.6746031746031745
[1240],[1210],0.10214168039538715,0.673913043478261
[79132],[2571],0.11202635914332784,0.6732673267326733
[6377],[356],0.12191103789126853,0.6727272727272727
[2959],[2571],0.18616144975288304,0.6726190476190477
[364],[356],0.1416803953871499,0.671875
[8961],[6377],0.10049423393739704,0.6703296703296704
[1213],[858],0.10378912685337727,0.6702127659574468
[7361],[2571],0.11696869851729819,0.6698113207547169
[1210],[2571],0.1696869851729819,0.6688311688311689
[1196],[2571],0.17957166392092258,0.6687116564417178
[4963],[2571],0.10214168039538715,0.6666666666666667
[6539],[7153],0.128500823723229,0.6666666666666666
[2028],[2571],0.15980230642504117,0.6643835616438356
[1265],[356],0.128500823723229,0.6610169491525423
[1704],[2571],0.12685337726523888,0.6581196581196581
[1291],[2571],0.11037891268533773,0.6568627450980392
[2762],[356],0.1416803953871499,0.6564885496183206
[4226],[2959],0.13509060955518945,0.6559999999999999
[1210],[1196],0.16639209225700163,0.6558441558441558
[480],[356],0.19769357495881384,0.6557377049180327
[150],[356],0.15321252059308071,0.6549295774647887
[595],[356],0.1186161449752883,0.6545454545454545
[6377],[2571],0.1186161449752883,0.6545454545454545
[367],[356],0.11532125205930807,0.6542056074766355
[6874],[2571],0.10873146622734761,0.6534653465346535
[6874],[2959],0.10873146622734761,0.6534653465346535
[541],[1196],0.10543657331136738,0.653061224489796
[541],[2571],0.10543657331136738,0.653061224489796
[1200],[1196],0.10543657331136738,0.653061224489796
[1214],[2571],0.10543657331136738,0.653061224489796
[10],[589],0.10214168039538715,0.6526315789473685
[344],[356],0.10214168039538715,0.6526315789473685
[1265],[260],0.12685337726523888,0.6525423728813559
[3578],[2571],0.1416803953871499,0.6515151515151515
[7153],[2571],0.15815485996705106,0.6486486486486486
[2329],[2571],0.11532125205930807,0.6481481481481481
[500],[588],0.10873146622734761,0.6470588235294117
[1136],[260],0.11367380560131796,0.6448598130841121
[527],[318],0.17298187808896212,0.6441717791411044
[1221],[260],0.1070840197693575,0.6435643564356436
[316],[356],0.1070840197693575,0.6435643564356436
[316],[480],0.1070840197693575,0.6435643564356436
[4995],[356],0.1070840197693575,0.6435643564356436
[10],[356],0.10049423393739704,0.6421052631578948
[590],[480],0.12355848434925865,0.641025641025641
[6539],[4993],0.12355848434925865,0.641025641025641
[364],[588],0.13509060955518945,0.640625
[608],[296],0.14662273476112025,0.6402877697841727
[1270],[2571],0.128500823723229,0.6393442622950819
[2329],[296],0.11367380560131796,0.6388888888888888
[1089],[356],0.11367380560131796,0.6388888888888888
[4993],[2571],0.1630971993410214,0.6387096774193547
[1193],[858],0.11037891268533773,0.638095238095238
[50],[318],0.171334431630972,0.6380368098159509
[1682],[2571],0.1070840197693575,0.6372549019607843
